station,borough,trainno,equipment,equipmenttype,serving,ADA,outagedate,estimatedreturntoservice,reason,isupcomingoutage,ismaintenanceoutage
161 St-Yankee Stadium,,B/D/4,EL131,EL,161 St & River Ave (NE corner) to mezzanine to reach 4/B/D service in both directions,Y,09/14/2026 10:00:00 PM,09/15/2026 12:00:00 AM,Maintenance,Y,N
161 St-Yankee Stadium,,B/D/4,EL135,EL,Mezzanine to B/D platform for Bedford Pk Blvd and Norwood 205 St-bound service.,Y,09/14/2026 02:00:00 AM,09/14/2026 06:00:00 AM,Maintenance,Y,N
161 St-Yankee Stadium,,B/D/4,EL134,EL,mezzanine to Manhattan-bound B/D platform,Y,09/14/2026 12:00:00 AM,09/14/2026 02:00:00 AM,Maintenance,Y,N
Rockaway Blvd,,A,EL487,EL,Street (NW corner of Liberty Av and Cross Bay Blvd) to Manhattan-bound A platform and transfer mezzanine to Lefferts Blvd and Far Rockaway-bound A.,Y,09/11/2026 10:00:00 PM,09/12/2026 12:00:00 AM,Maintenance,Y,N
Rockaway Blvd,,A,EL488,EL,"Transfer mezzanine to Lefferts Blvd, Far Rockaway, and Rockaway Park-bound A platform",Y,09/11/2026 12:00:00 AM,09/11/2026 06:00:00 AM,Maintenance,Y,N
Church Av,,B/Q,EL791,EL,Street (18 St between Church Av & Caton Av) to Manhattan-bound platform.,Y,09/10/2026 10:00:00 PM,09/11/2026 12:00:00 AM,Maintenance,Y,N
3 Av-149 St,,2/5,EL129,EL,3rd Ave & 149 St (SW corner) to Bronx-bound platform,Y,09/09/2026 10:00:00 PM,09/10/2026 12:00:00 AM,Maintenance,Y,N
125 St,,A/C/B/D,EL144,EL,mezzanine to uptown platform,Y,09/09/2026 02:00:00 PM,09/09/2026 03:00:00 PM,Inspection,Y,N
125 St,,A/C/B/D,EL143,EL,Mezzanine to downtown platform,Y,09/09/2026 01:00:00 PM,09/09/2026 02:00:00 PM,Inspection,Y,N
125 St,,A/C/B/D,EL142,EL,125 St & St Nicholas Ave (SW corner) to mezzanine for service in both directions,Y,09/09/2026 12:00:00 PM,09/09/2026 01:00:00 PM,Inspection,Y,N
175 St,,A,EL124,EL,Mezzanine to platform for service in both directions.,Y,09/09/2026 10:00:00 AM,09/09/2026 11:00:00 AM,Inspection,Y,N
175 St,,A,EL123,EL,177 St & Fort Washington Ave (NE corner) to mezzanine for service in both directions.,Y,09/09/2026 09:00:00 AM,09/09/2026 10:00:00 AM,Inspection,Y,N
3 Av-149 St,,2/5,EL130,EL,Melrose Ave & 149 St (NW corner) to Manhattan-bound platform,Y,09/09/2026 12:00:00 AM,09/09/2026 06:00:00 AM,Maintenance,Y,N
34 St-Penn Station,,A/C/E,EL225,EL,34 St & 8th Ave (SE corner) to uptown C/E platform and access to rest of complex,Y,09/08/2026 10:00:00 PM,09/09/2026 12:00:00 AM,Maintenance,Y,N
34 St-Penn Station,,A/C/E,EL228,EL,Penn Station concourse to downtown C/E platform,Y,09/08/2026 04:00:00 AM,09/08/2026 06:00:00 AM,Maintenance,Y,N
161 St-Yankee Stadium,,B/D/4,ES113,ES,B/D lower mezzanine to upper mezzanine for 4 service,N,09/08/2026 02:03:00 AM,09/08/2026 04:00:00 AM,Cleaning,N,N
34 St-Penn Station,,A/C/E,EL227,EL,Penn Station concourse to A platform for service in both directions,Y,09/08/2026 02:00:00 AM,09/08/2026 04:00:00 AM,Maintenance,Y,N
Lexington Av/63 St,,F/M/Q,EL441,EL,63 St & 3 Av mezzanine to platforms for service in both directions.,Y,09/08/2026 01:36:00 AM,09/08/2026 10:00:00 AM,Under Investigation,N,N
