InputID,TargetID,Distance
POINT (-73.981929 40.768247),"139",17.1793625835737
POINT (-73.911586 40.699814),"296",79.8651868043338
POINT (-73.940202 40.750582),"483",0
POINT (-73.807969 40.700486),"431",608.399190446111
POINT (-73.831008 40.714441),"197",1397.0612009681
POINT (-73.990568 40.735736),"184",106.049800256024
POINT (-73.94077 40.814229),"451",1152.2050261582
POINT (-73.989998 40.693219),"240",91.423385727189
POINT (-73.835592 40.580903),"244",3457.68679162871
POINT (-73.946 40.747846),"187",110.528364043883
POINT (-73.901034 40.862803),"192",785.770463481117
POINT (-74.009781 40.712582),"42",246.933017207154
POINT (-73.957624 40.674772),"2",664.346334222973
POINT (-74.014065 40.704817),"418",307.146738495851
POINT (-73.98795 40.749567),"480",19.9988105388271
POINT (-73.979189 40.752769),"307",226.370488146815
POINT (-74.013664 40.702068),"406",307.146738495851
POINT (-74.004131 40.713065),"190",64.7738933405009
POINT (-73.867615 40.857192),"134",1769.57329956287
POINT (-73.939561 40.840719),"337",741.029706828249
POINT (-73.801109 40.702147),"364",608.399190446111
POINT (-73.925536 40.860531),"178",962.88959061656
POINT (-73.891338 40.746644),"303",23.1424372878098
POINT (-73.957734 40.60867),"270",2311.30084859438
POINT (-73.955589 40.779492),"136",366.903320053405
POINT (-73.917843 40.770258),"148",2172.79066000586
POINT (-73.857473 40.893193),"141",1857.71629830607
POINT (-73.937594 40.804138),"371",1152.2050261582
POINT (-74.009266 40.715478),"400",324.526945326113
POINT (-73.825798 40.685951),"58",1760.3920245086
POINT (-73.902984 40.74563),"148",845.118705748982
POINT (-73.904834 40.878856),"192",1628.28643431075
POINT (-73.993391 40.752287),"142",289.87599278627
POINT (-73.972323 40.793919),"159",1900.74369053551
POINT (-73.956848 40.68138),"2",122.596690745383
POINT (-73.97192 40.757107),"246",246.924638765949
POINT (-74.011719 40.635064),"265",872.261987990928
POINT (-73.977666 40.684359),"107",66.5512275278495
POINT (-73.947642 40.632836),"270",1248.63856610272
POINT (-73.987823 40.749719),"416",19.9988105388271
POINT (-74.002578 40.739777),"150",144.860129668939
POINT (-73.940202 40.750582),"361",0
POINT (-73.941126 40.70026),"288",1296.06167781622
POINT (-73.905227 40.85041),"392",1420.94150551849
POINT (-73.956872 40.717304),"46",680.755861289051
POINT (-73.95326 40.759145),"261",1157.34552047964
POINT (-73.851576 40.693879),"58",2757.30063364195
