InputID,TargetID,Distance
POINT (-73.910456 40.682893),POINT (-73.911946 40.67834),521.055470509209
POINT (-73.902984 40.74563),POINT (-73.898453 40.749669),589.584906890765
POINT (-73.968501 40.576312),POINT (-73.961376 40.577621),620.544424098007
POINT (-73.880039 40.68141),POINT (-73.884639 40.679947),421.455412698323
POINT (-73.90324 40.678856),POINT (-73.904512 40.679498),129.022817577976
POINT (-73.904834 40.878856),POINT (-73.909831 40.874561),636.326423921156
POINT (-73.861604 40.729846),POINT (-73.869229 40.733106),738.889457924547
POINT (-73.813641 40.588034),POINT (-73.820558 40.585307),659.248956606952
POINT (-73.972323 40.793919),POINT (-73.976218 40.788644),671.726466926679
POINT (-73.956848 40.68138),POINT (-73.955827 40.680596),122.596690745383
POINT (-74.011719 40.635064),POINT (-74.005351 40.631386),676.05266957272
POINT (-74.229141 40.519631),POINT (-74.217847 40.52241),1005.58904064973
POINT (-73.977666 40.684359),POINT (-73.97689 40.68446),66.5512275278495
POINT (-73.947642 40.632836),POINT (-73.948411 40.639967),794.543022974693
POINT (-73.878751 40.886037),POINT (-73.884655 40.87975),857.36553024211
POINT (-73.860495 40.854364),POINT (-73.855359 40.858985),671.472707833811
POINT (-73.940202 40.750582),POINT (-73.940202 40.750582),0
POINT (-73.886283 40.826525),POINT (-73.891865 40.829993),608.299890477952
POINT (-73.941126 40.70026),POINT (-73.935657 40.697207),573.229712456631
POINT (-74.071402 40.621319),POINT (-74.075162 40.627915),798.569876498653
POINT (-73.907807 40.81649),POINT (-73.904098 40.812118),577.622774722615
POINT (-73.905227 40.85041),POINT (-73.907684 40.853453),396.383616562014
POINT (-73.956872 40.717304),POINT (-73.951418 40.712792),680.755861289051
POINT (-73.95326 40.759145),POINT (-73.958424 40.768799),1157.34552047964
POINT (-73.851576 40.693879),POINT (-73.84433 40.695178),629.208084597919
POINT (-74.16457 40.544601),POINT (-74.178217 40.54046),1244.18882440059
POINT (-73.908946 40.662549),POINT (-73.902447 40.663515),559.941268447127
